"BAD";"LOAN";"MORTDUE";"VALUE";"REASON";"JOB";"YOJ";"DEROG";"DELINQ";"CLAGE";"NINQ";"CLNO";"DEBTINC"
0;13000;15374;59309;"HomeImp";"Other";6;2;0;355.13122911;1;21;15.823615554
0;13000;72931;96803;"DebtCon";"Other";6;0;0;208.67289177;2;18;41.052235012
0;13000;67395;94355;"DebtCon";"Office";8;0;0;214.48449255;3;28;40.970466815
1;13000;125969;144076;"DebtCon";"Other";4;0;0;110.19319627;2;30;48.977731698
1;13000;34000;65000;"HomeImp";"Other";4.5;0;1;148.5;2;24;34.7734055545
0;13000;38200;64764;"HomeImp";"ProfExe";4;0;0;211.06666667;3;18;34.7734055545
0;13000;59000;83187;"HomeImp";"Other";7;0;0;292.1;0;20;34.7734055545
1;13000;7200;24869;"HomeImp";"Other";0.7;9;1;193.8;0;9;34.7734055545
0;13000;110094;145807;"DebtCon";"ProfExe";2;0;0;285.27593467;0;45;35.045471057
0;13000;66014;85528;"DebtCon";"Office";4;2;3;185.64499392;2;30;39.41871848
0;13000;61865;72045;"DebtCon";"ProfExe";0;0;0;172.69668464;2;34;42.565582285
0;13000;77355;114400;"DebtCon";"Other";7;0;0;173.5744163;1;20;34.7734055545
0;13000;80277;106799;"DebtCon";"Other";3;0;0;67.111665924;2;14;37.297772993
0;13000;40996;58938;"DebtCon";"Mgr";7;0;0;173.5744163;1;20;35.809612733
1;13100;65444;89000;"HomeImp";"ProfExe";0.75;0;0;173.5744163;1;20;34.7734055545
0;13100;64897;81598;"DebtCon";"Sales";7;0;0;130.64846835;0;34;26.500105076
0;13100;70368;87407;"DebtCon";"Other";2;0;0;232.99471273;3;26;29.66798564
0;13100;58039;68558;"HomeImp";"Other";29;1;2;184.88001057;1;23;37.347348766
0;13100;44817;59544;"DebtCon";"Other";7;0;0;71.461704749;0;15;41.609813237
0;13200;65444;69139;"DebtCon";"Other";0;1;0;173.5744163;0;1;1.5659310471
0;13200;69697;91722;"HomeImp";"Office";24;1;0;183.52372929;1;14;39.752171789
0;13200;93254;125738;"HomeImp";"Mgr";3;0;3;156.54545124;0;25;42.736665568
1;13300;58000;75000;"DebtCon";"Mgr";6.6;0;1;226.2;1;33;34.7734055545
0;13300;76663;96022;"DebtCon";"ProfExe";10;2;0;180.0294503;1;30;27.045006761
0;13300;81944;108768;"DebtCon";"Other";5;0;0;81.10679915;1;13;33.86964175
1;13300;60014;75695;"DebtCon";"Sales";1;0;0;182.0643734;1;20;40.206671113
0;13300;14212;57608;"DebtCon";"ProfExe";3;0;0;322.00454197;0;16;15.916769212
0;13300;57878;69907;"DebtCon";"ProfExe";1;0;0;154.48481378;2;35;41.119153488
0;13300;38232;59482;"DebtCon";"Mgr";7;0;0;173.5744163;1;20;36.027104172
0;13300;86360;116111;"HomeImp";"Mgr";8;0;0;232.29213861;0;24;32.012701356
0;13300;74609;115056;"DebtCon";"Other";6;0;0;77.445106295;2;14;36.869212637
0;13300;44952;56394;"DebtCon";"Other";7;0;0;74.435993325;0;14;41.060320697
0;13300;49491;69028;"DebtCon";"ProfExe";16;0;0;195.87763265;0;15;24.877508414
0;13400;53294;69042;"DebtCon";"Other";0;0;0;214.36204349;0;9;36.30954976
1;13400;111000;131000;"DebtCon";"ProfExe";14;0;0;165.33333333;2;26;34.7734055545
0;13400;78465;97506;"DebtCon";"Other";5;3;0;71.44366499;1;21;24.470299986
0;13400;66737;71117;"DebtCon";"ProfExe";0;0;0;163.13185891;2;34;40.943866269
0;13500;68262;93841;"HomeImp";"Office";26;0;0;159.61701999;1;14;40.752980373
0;13500;59941;69336;"HomeImp";"Other";29;1;2;182.69566963;1;24;35.51267298
0;13500;71698;93536;"DebtCon";"Other";6;0;0;202.46588178;2;19;42.814734648
0;13500;40023;67357;"DebtCon";"Mgr";7;0;0;173.5744163;1;20;38.319425851
0;13500;40786;66872;"DebtCon";"Mgr";7;0;0;173.5744163;1;20;35.364139723
0;13500;91734;114906;"DebtCon";"Other";12;0;0;211.87694515;3;15;38.104208119
1;13500;80223;108491;"DebtCon";"ProfExe";4;0;4;127.8;2;27;34.7734055545
1;13500;83673;109000;"HomeImp";"Mgr";2.3;0;1;238.4;3;57;34.7734055545
1;13500;28000;85999;"DebtCon";"Other";0;6;4;227.26666667;6;37;34.7734055545
0;13500;117604;136099;"DebtCon";"ProfExe";15;0;0;188.26097281;1;32;31.63052886
0;13500;124696;200707;"HomeImp";"Office";0;0;1;348.66949199;0;16;39.550703015
0;13500;117321;138746;"DebtCon";"ProfExe";14;0;1;183.26200947;0;33;31.486796668
0;13600;66754;80156;"DebtCon";"Other";5;0;0;238.62182004;3;26;31.552706969
0;13600;65444;35396;"DebtCon";"Other";11;0;0;101.79352327;1;8;32.66950311
0;13600;66178;104378;"HomeImp";"ProfExe";6;0;0;263.96101511;0;11;36.438466265
0;13600;89937;110986;"DebtCon";"Sales";14;0;2;146.71874245;1;17;33.747115834
0;13600;18232;75898;"DebtCon";"ProfExe";19;0;2;399.35570145;0;12;21.260894854
0;13600;55901;87519;"DebtCon";"Office";13;0;1;107.9131329;0;23;36.327022401
0;13600;41000;73440;"DebtCon";"Mgr";4;0;0;125.76666667;1;9;34.7734055545
0;13600;90519;110885;"DebtCon";"Other";12;0;0;201.83559082;3;16;39.666054406
0;13600;7627;59173;"HomeImp";"Other";7;2;0;362.51225026;1;22;14.26712754
0;13600;159591;182585;"DebtCon";"ProfExe";7;0;1;199.69861743;3;25;42.319518305
0;13600;67354;81255;"DebtCon";"Office";10;0;0;255.37875694;4;36;41.625398584
0;13600;13202;50848;"DebtCon";"ProfExe";3;0;0;302.20191511;0;16;16.778576691
0;13700;94650;109650;"DebtCon";"Office";3.5;0;1;268.83333333;1;34;34.7734055545
0;13700;81378;108628;"HomeImp";"ProfExe";12;0;2;181.72253428;0;27;32.652022631
0;13700;96225;112676;"HomeImp";"Office";2;0;0;144.53360587;1;22;38.781048258
0;13700;38981;67536;"DebtCon";"Mgr";7;0;0;173.5744163;1;20;35.188159859
0;13700;89345;105590;"DebtCon";"ProfExe";6;0;0;201.04240208;2;37;43.471677292
0;13700;80300;98088;"HomeImp";"ProfExe";1;0;0;66.723946838;0;20;36.516532499
0;13700;35825;66612;"DebtCon";"Office";22;0;0;231.9014789;2;29;26.702473442
1;13700;46000;81000;"DebtCon";"ProfExe";1.5;0;1;101.56666667;0;25;34.7734055545
0;13700;12577;41075;"DebtCon";"Mgr";7;0;0;133.54201413;0;10;22.964772727
0;13700;46611;65031;"DebtCon";"Other";2;0;0;179.44333226;0;13;37.705159171
0;13700;88654;114011;"HomeImp";"Mgr";10;0;0;250.32958449;0;25;30.971730126
0;13700;73600;92000;"DebtCon";"ProfExe";9;1;2;347.96666667;1;42;34.7734055545
0;13800;77130;127000;"DebtCon";"ProfExe";15;0;0;296.33333333;0;19;34.7734055545
0;13800;31974;44417;"HomeImp";"Other";7;0;0;76.933122961;1;12;30.422429425
0;13800;85969;101664;"HomeImp";"ProfExe";0;0;0;68.583689736;0;19;36.839422636
0;13900;41641;53200;"DebtCon";"Other";7;0;0;83.062468192;0;15;42.403634209
0;13900;62968;84947;"DebtCon";"Office";13;0;0;239.77323213;3;37;42.236189141
0;13900;155486;178789;"DebtCon";"ProfExe";7;0;1;192.48231602;4;26;41.176711827
0;13900;84427;114209;"HomeImp";"ProfExe";12;0;2;180.18742244;0;27;33.351870253
1;13900;144263;167164;"DebtCon";"ProfExe";8;2;6;111.58860329;5;38;91.612599977
0;13900;95351;117381;"DebtCon";"Office";12;0;0;210.20212954;0;11;41.011001372
1;13900;51653;85578;"DebtCon";"Other";13;0;0;90.273079432;0;7;41.693377223
1;13900;103030;114131;"DebtCon";"Mgr";3;0;0;173.5744163;0;0;38.394222444
0;13900;85358;101401;"DebtCon";"Other";0;0;0;145.79410614;0;22;40.114411439
0;13900;88746;108160;"HomeImp";"Mgr";9;0;0;234.94895108;0;25;30.951437369
0;13900;48110;63601;"DebtCon";"ProfExe";5;0;0;153.73539865;1;12;29.964687389
0;13900;65444;27779;"DebtCon";"Other";12;0;0;95.94866523;1;9;34.166345197
0;13900;33403;69878;"DebtCon";"ProfExe";8;0;0;259.81328323;1;16;23.735216156
0;14000;51721;61193;"DebtCon";"Other";0;0;0;186.99935879;2;12;25.81001106
1;14000;65444;28992;"HomeImp";"Other";7;0;0;342.06666667;2;14;34.7734055545
0;14000;92583;114379;"DebtCon";"Other";10;0;0;169.44834174;0;27;34.130768601
0;14000;37019;57125;"DebtCon";"Other";7;0;0;69.823553128;0;15;41.637058771
1;14000;65444;42500;"DebtCon";"Other";7;0;0;173.5744163;1;20;34.7734055545
0;14000;62000;88500;"HomeImp";"Office";9;0;0;107.36666667;0;11;34.7734055545
0;14000;27872;48125;"HomeImp";"Other";10;0;0;115.6;1;10;34.7734055545
0;14000;92739;125000;"DebtCon";"Mgr";6;0;0;248.6;3;42;34.7734055545
1;14000;85200;89000;"HomeImp";"Other";8;1;0;188.66666667;4;17;34.7734055545
1;14000;49207;70525;"DebtCon";"Office";3;3;3;205.96666667;2;51;34.7734055545
0;14000;46541;64338;"DebtCon";"Other";0;0;0;204.40944332;1;12;28.364798507
0;14000;59736;97411;"DebtCon";"ProfExe";7;0;0;200.15536564;1;19;20.116982025
0;14000;73062;88783;"DebtCon";"Other";6;0;0;211.10255212;2;18;42.254580037
0;14100;59402;91057;"DebtCon";"ProfExe";8;0;0;194.63461729;0;20;22.023264648
1;14100;43927;60000;"DebtCon";"Other";0;0;0;0;12;8;34.7734055545
0;14100;49927;67761;"DebtCon";"Mgr";26;0;0;276.54991315;1;16;36.599391114
0;14100;65994;80037;"DebtCon";"Other";8;0;0;173.5744163;1;20;27.735204056
0;14200;65444;31671;"DebtCon";"Other";13;0;0;82.99126514;2;8;33.215104024
0;14200;73533;88924;"DebtCon";"Mgr";21;0;0;232.35332303;10;23;36.470707024
1;14200;65444;49060;"DebtCon";"Other";7;0;0;173.5744163;1;20;24.701641997
0;14200;100664;129166;"DebtCon";"Mgr";4;0;0;255.68764844;2;41;38.746759787
0;14300;43826;70517;"DebtCon";"Other";0;0;0;260.08494491;0;20;28.839933481
0;14300;45615;80818;"DebtCon";"Mgr";4;0;0;115.13688503;0;9;28.738343193
0;14300;65444;41870;"HomeImp";"Other";0;0;0;314.4683435;0;8;27.608918922
0;14300;70322;88626;"DebtCon";"Other";3;0;0;244.83986415;2;26;32.647541118
0;14400;34291;68444;"DebtCon";"ProfExe";6;0;0;262.07916362;1;15;21.981066452
0;14400;77366;130330;"DebtCon";"ProfExe";14;0;1;285.20006197;1;18;28.171651103
0;14400;32683;48467;"HomeImp";"Other";11;0;0;114.41203294;0;10;21.46972396
0;14400;78965;90729;"DebtCon";"Mgr";4;0;0;132.6602719;2;26;39.686959105
0;14400;45138;52029;"DebtCon";"Other";7;0;0;94.38539454;0;15;40.136054213
0;14500;70896;91652;"HomeImp";"Office";24;0;0;163.99161436;2;13;41.492816338
0;14500;67956;80318;"DebtCon";"Other";1;0;0;233.39727318;2;26;31.316415415
1;14500;69115;98900;"DebtCon";"Other";18;0;0;177.86666667;1;11;34.7734055545
0;14500;49348;68000;"DebtCon";"Office";0.2;0;0;178.6;0;25;34.7734055545
1;14500;149000;89000;"DebtCon";"ProfExe";25;0;2;384.5;0;71;34.7734055545
0;14600;54040;66442;"DebtCon";"Other";6;0;0;237.59925433;0;18;34.883435314
0;14600;65444;66776;"DebtCon";"Other";8;0;0;118.97606272;0;14;25.963060686
0;14600;46057;63603;"DebtCon";"Other";7;0;0;107.12103915;2;19;41.932036627
1;14600;124000;168000;"DebtCon";"ProfExe";4;0;0;146.86666667;2;29;34.7734055545
0;14600;28050;49244;"HomeImp";"Other";9;0;0;122.11663939;1;9;20.82876656
0;14600;82698;104963;"DebtCon";"Office";30;0;1;344.28202028;1;50;33.974281202
0;14600;82837;95796;"DebtCon";"Other";0;0;0;148.35522113;0;23;42.033084871
0;14600;63475;89430;"HomeImp";"Other";7;0;0;286.30181489;0;19;28.638062771
0;14700;99343;125821;"DebtCon";"Mgr";5;0;0;257.04754426;2;41;39.832079025
0;14700;30210;42751;"DebtCon";"Mgr";17;0;0;86.641823326;0;17;23.397362241
0;14700;65444;89000;"DebtCon";"Other";7;0;0;173.5744163;1;20;24.595377852
0;14700;35164;68061;"DebtCon";"ProfExe";5;0;0;245.67057762;1;16;23.112289816
0;14700;82967;114835;"DebtCon";"Other";7;0;0;173.5744163;1;20;34.478073974
0;14700;90662;111778;"DebtCon";"ProfExe";1;1;1;148.42324633;0;33;31.770101546
0;14800;90722;105695;"DebtCon";"Office";31;0;0;321.40837406;2;50;35.240741305
0;14800;48910;70039;"DebtCon";"Other";8;0;1;94.971595989;3;48;30.920501687
0;14800;100255;116160;"DebtCon";"Other";10;0;0;184.77721416;0;26;34.483990385
0;14800;53738;66258;"DebtCon";"Other";7;0;0;240.86344144;0;17;34.532496085
1;14800;65444;89000;"HomeImp";"ProfExe";0;0;0;173.5744163;1;20;34.7734055545
0;14800;43983;60826;"DebtCon";"Other";4;1;1;113.89796663;1;9;27.108081708
0;14800;63508;87310;"DebtCon";"Other";2;0;0;127.16522994;3;10;38.953722682
0;14800;73887;109451;"DebtCon";"Other";6;0;0;81.314818639;2;13;33.981408348
0;14900;85486;97795;"HomeImp";"Office";7;0;0;173.01078502;1;26;41.583529165
0;14900;87167;114219;"DebtCon";"ProfExe";8;0;0;194.11317353;2;36;41.329763904
0;14900;22245;31531;"DebtCon";"Office";7;0;0;91.074218176;0;16;21.620580277
0;14900;82930;103352;"HomeImp";"ProfExe";6;0;0;105.67597798;0;27;27.473814727
0;14900;87391;99494;"HomeImp";"Other";18;0;0;134.85999691;4;23;29.535058556
0;14900;49849;70075;"DebtCon";"Office";0;0;0;153.69186903;0;25;30.900915596
0;14900;51219;144894;"DebtCon";"Other";1;0;0;275.28311554;5;42;39.323885122
0;14900;72637;103297;"DebtCon";"Other";4;2;0;83.466086341;0;20;22.553039619
0;14900;45797;71942;"DebtCon";"Other";11;0;0;233.67873071;0;17;33.550265214
0;15000;81483;134347;"DebtCon";"ProfExe";14;0;0;305.91507573;0;18;29.653563484
0;15000;93226;108149;"DebtCon";"Sales";11;0;1;152.79769083;1;17;34.250266185
1;15000;63000;100050;"DebtCon";"Other";7;1;0;135.3;1;20;34.7734055545
1;15000;37000;58488;"HomeImp";"Other";2;0;0;266.93333333;0;48;34.7734055545
1;15000;20000;47394;"HomeImp";"Other";13;0;0;66.133333333;0;11;34.7734055545
1;15000;38000;73200;"DebtCon";"Other";6;0;0;171.3;0;17;34.7734055545
1;15000;65444;89000;"DebtCon";"Other";0;2;1;91.266666667;1;10;34.7734055545
1;15000;71269;97500;"DebtCon";"Other";9;0;0;118.16666667;1;19;34.7734055545
0;15000;62000;94575;"HomeImp";"ProfExe";23;0;0;238.4;1;24;34.7734055545
0;15000;48882;156000;"DebtCon";"ProfExe";20;0;0;239.5;0;28;34.7734055545
0;15000;42720;70000;"DebtCon";"Other";1;0;2;289;1;10;34.7734055545
0;15000;125000;154000;"DebtCon";"Mgr";7;0;0;223.20307018;0;19;34.7734055545
0;15000;94705;114400;"DebtCon";"Other";9;0;0;300.26666667;2;19;34.7734055545
0;15000;23473;74000;"HomeImp";"Other";7;0;0;244.76666667;1;50;34.7734055545
0;15000;59000;86420;"DebtCon";"Office";1.5;0;0;160.3;0;25;34.7734055545
0;15000;100000;115000;"DebtCon";"ProfExe";1;0;0;128.86666667;0;30;34.7734055545
1;15000;65444;50000;"HomeImp";"Other";0;3;4;206.96666667;1;45;34.7734055545
1;15000;42006;89000;"DebtCon";"Other";10;0;1;75.333333333;0;33;34.7734055545
1;15000;6124;35000;"HomeImp";"Other";1.5;1;0;91.266666667;0;5;34.7734055545
1;15000;73500;105000;"DebtCon";"Other";1;0;2;205.93333333;2;25;34.7734055545
1;15000;68000;96000;"DebtCon";"Mgr";12;0;3;109.56666667;0;24;34.7734055545
1;15000;125000;177100;"HomeImp";"ProfExe";10;3;1;221.16666667;0;14;34.7734055545
0;15000;65444;68020;"DebtCon";"Other";1;0;0;173.5744163;0;0;1.920694367
0;15000;84832;107207;"HomeImp";"Other";19;0;0;124.45053234;4;23;28.558183481
0;15100;68043;80686;"DebtCon";"Office";4;0;0;119.67249086;1;20;21.418227456
0;15100;96763;114896;"HomeImp";"Office";2;0;0;144.52964999;0;21;36.371704029
0;15100;38549;59853;"DebtCon";"Other";5;0;0;104.18324735;2;9;29.141862813
0;15100;45579;54065;"DebtCon";"Other";7;0;0;79.757390313;0;15;41.447331871
0;15100;65444;32289;"DebtCon";"Other";13;0;0;81.954054827;1;9;33.534708383
1;15200;58000;77000;"DebtCon";"Other";0.9;1;0;127.86666667;3;26;34.7734055545
0;15200;65444;67103;"DebtCon";"Other";1;0;0;173.5744163;0;0;3.6889584957
1;15200;105328;113931;"HomeImp";"ProfExe";3;0;0;138.13350449;2;32;61.89063458
0;15200;43961;62171;"DebtCon";"Other";7;0;0;124.80684586;1;18;39.580054341
0;15200;90108;118941;"HomeImp";"Mgr";2;0;2;170.93894263;0;25;41.157501063
0;15200;40341;58834;"DebtCon";"Other";7;0;0;100.01445522;0;15;41.102676905
0;15200;7879;95124;"HomeImp";"Other";13;0;1;270.28589924;0;22;29.160140823
0;15200;65444;100320;"DebtCon";"Other";7;0;0;190.25647598;0;9;33.799992283
0;15200;77636;95682;"DebtCon";"ProfExe";10;1;1;335.84132178;1;41;37.982543748
0;15200;71233;84439;"DebtCon";"Other";1;0;0;242.98332141;2;26;32.210050357
0;15300;65298;94301;"DebtCon";"Office";1;0;0;150.49986791;4;19;31.35764214
0;15300;22057;44461;"DebtCon";"Office";1;0;0;210.27547612;0;16;40.432252239
0;15300;57840;86903;"DebtCon";"Other";0;0;0;110.82722442;4;11;38.826177523
0;15300;65444;92320;"DebtCon";"Office";28;0;0;325.99844856;0;15;15.335560256
0;15300;81500;102000;"HomeImp";"ProfExe";3.5;0;0;123.76666667;1;25;34.7734055545
1;15300;21383;38480;"HomeImp";"Mgr";20;0;1;182.6;4;31;34.7734055545
0;15300;88251;103063;"HomeImp";"Other";18;0;0;127.56618833;3;23;28.171777473
0;15300;54412;95123;"DebtCon";"ProfExe";6;0;0;134.24264794;2;22;35.085720684
0;15300;65444;53184;"DebtCon";"Office";1;0;0;81.62597086;1;9;39.007822759
0;15300;24025;42722;"DebtCon";"Office";2;0;0;207.96214095;0;15;37.122837197
1;15300;78375;108175;"HomeImp";"Other";6;1;0;82.104836481;0;20;22.50324916
0;15300;77069;104534;"DebtCon";"ProfExe";0;0;0;276.9242472;2;21;39.244599535
0;15400;103934;113696;"DebtCon";"Office";4;0;0;265.5863519;1;34;26.750403963
0;15400;32131;47338;"HomeImp";"Other";9;0;0;93.373142196;1;11;31.409186356
1;15400;180017;206148;"DebtCon";"Mgr";2;0;2;196.03365793;1;49;36.417342576
0;15400;25822;43334;"DebtCon";"Office";1;0;0;211.01664194;0;15;40.529405126
0;15400;58085;91192;"DebtCon";"ProfExe";10;0;0;191.34421696;0;19;21.364312322
0;15400;101981;145125;"DebtCon";"Office";3;0;0;105.55256959;3;15;32.699440101
0;15400;39452;56834;"DebtCon";"Other";7;1;0;120.0565557;1;15;39.908934154
0;15500;36650;62963;"DebtCon";"ProfExe";6;0;0;260.85678864;0;16;24.299059351
0;15500;74761;92729;"DebtCon";"ProfExe";9;0;1;339.08926344;1;42;37.47461725
0;15500;46846;70082;"DebtCon";"ProfExe";7;0;0;152.16806013;2;12;30.131497225
0;15500;20800;173566;"HomeImp";"Self";6;0;0;292.03418548;0;26;25.562881927
1;15500;82054;104627;"DebtCon";"Sales";3;0;0;9.0485150864;1;35;60.645756259
0;15500;96426;122322;"DebtCon";"Office";12;0;0;226.28452431;0;12;40.86810919
0;15600;65444;66837;"DebtCon";"Other";9;0;0;94.69068521;0;15;26.322569547
0;15600;49151;62005;"DebtCon";"Other";4;0;0;185.65308797;0;14;36.021100446
0;15600;62622;106824;"HomeImp";"ProfExe";9;0;0;261.02141544;0;11;34.97887956
0;15600;58728;92443;"HomeImp";"ProfExe";6;0;0;128.02959933;0;13;28.484858563
0;15700;64793;99157;"HomeImp";"ProfExe";22;0;0;244.73167355;1;23;38.328188879
0;15700;75764;97122;"DebtCon";"Other";5;2;0;70.72519735;0;21;24.431789613
0;15700;48093;65686;"DebtCon";"ProfExe";3;0;0;149.90637879;1;12;30.486361232
0;15700;95128;122248;"DebtCon";"Other";10;0;0;171.02178171;0;27;36.332600416
0;15700;64185;84000;"DebtCon";"Other";0.2;2;2;112.03333333;2;26;34.7734055545
1;15700;60316;80000;"DebtCon";"Mgr";0.2;1;0;85.2;1;23;34.7734055545
1;15800;74815;89721;"DebtCon";"Mgr";16;0;0;173.5744163;0;0;37.984504628
0;15800;71820;89739;"DebtCon";"Other";0;1;1;122.95558706;1;25;33.519070443
0;15800;41661;80457;"DebtCon";"Mgr";3;0;1;137.31750781;0;8;27.434094849
0;15900;95120;114674;"DebtCon";"Office";4;0;1;278.89205929;0;34;28.232296781
0;15900;50715;70467;"DebtCon";"Other";0;0;1;285.38692871;0;10;36.050382369
0;15900;49516;105352;"HomeImp";"Other";0;0;2;54.437325617;0;9;40.270607618
0;15900;38514;50309;"DebtCon";"Other";6;1;0;101.82614234;1;16;38.877808385
0;15900;79660;96393;"DebtCon";"Other";4;2;0;84.205779001;1;21;22.113193096
0;15900;48563;64679;"DebtCon";"ProfExe";4;0;0;156.10138093;2;12;27.808547086
0;15900;69548;89775;"DebtCon";"Other";1;0;0;230.67308026;2;25;30.108317431
0;15900;16744;52234;"DebtCon";"ProfExe";3;0;0;288.41594954;0;16;17.452227433
0;16000;32918;52482;"DebtCon";"ProfExe";3;0;0;259.57102068;0;34;40.347343998
0;16000;20648;167020;"HomeImp";"Self";5;0;0;315.46656561;0;26;25.912976009
0;16000;82097;100225;"DebtCon";"Other";0;0;0;129.3745132;0;22;39.827217203
0;16000;31000;54000;"DebtCon";"Other";16;0;0;110.6;1;18;34.7734055545
0;16000;101000;130000;"DebtCon";"ProfExe";7.5;0;0;102.5;0;14;34.7734055545
0;16000;16300;128200;"DebtCon";"Other";10;0;0;366.26666667;1;10;34.7734055545
1;16000;50000;71130;"DebtCon";"ProfExe";2.5;0;0;189.7;0;22;34.7734055545
0;16000;63005;90908;"HomeImp";"Other";7;0;0;295.11525035;0;20;29.014876509
0;16000;84505;108652;"DebtCon";"Office";30;0;1;332.38573601;2;48;33.74218195
0;16000;57944;89778;"HomeImp";"ProfExe";2;0;0;135.60607791;0;12;25.725793664
0;16000;65901;85627;"DebtCon";"Office";5;0;0;117.35703247;0;20;21.445341417
0;16000;66395;85782;"DebtCon";"Other";1;2;1;99.519217551;1;25;33.20696963
0;16000;69861;87086;"DebtCon";"Other";7;0;0;205.32804581;2;18;43.436334345
0;16100;76644;103192;"DebtCon";"Other";5;2;0;76.077935453;0;20;24.187933859
0;16100;94089;159427;"HomeImp";"ProfExe";6;0;0;101.96046007;0;16;35.994979529
0;16100;99844;114647;"DebtCon";"Other";11;0;0;169.983556;0;27;33.523278536
0;16100;63152;85097;"DebtCon";"Office";5;0;0;102.40089779;1;20;24.175532914
1;16100;33209;52000;"DebtCon";"Other";8;0;0;91.3;1;15;34.7734055545
0;16100;41379;57862;"DebtCon";"Other";17;0;0;282.00628942;0;21;30.708487401
0;16100;81145;92943;"DebtCon";"ProfExe";8;1;2;343.49891676;1;41;37.557976627
0;16200;87248;116407;"DebtCon";"Other";20;0;0;270.0076812;1;16;24.543268816
0;16200;65444;95280;"DebtCon";"Other";7;0;0;194.46001619;1;10;33.123728177
0;16200;96049;129091;"DebtCon";"Mgr";5;0;0;251.16089383;3;42;36.692167907
1;16200;118585;131940;"DebtCon";"Sales";5;0;0;202.38516993;2;40;23.977112224
0;16200;86021;113030;"DebtCon";"Other";20;0;0;284.15976669;0;17;26.65016531
0;16300;71510;89756;"DebtCon";"Other";2;0;0;193.13589022;0;30;31.413585832
0;16300;56075;88870;"DebtCon";"ProfExe";11;0;0;173.5744163;1;16;24.689293685
0;16300;34297;42629;"HomeImp";"Other";9;0;0;80.489238338;2;11;30.284772591
0;16400;86623;124048;"DebtCon";"Other";7;0;0;173.5744163;1;20;35.810769362
0;16400;82869;94390;"DebtCon";"ProfExe";8;0;2;358.05066023;1;42;39.060627308
0;16400;81700;109025;"DebtCon";"ProfExe";10;0;0;155.26666667;3;19;34.7734055545
0;16400;62018;91832;"DebtCon";"ProfExe";9;0;0;202.3225002;0;19;20.38046421
0;16400;58664;89589;"DebtCon";"Office";27;0;0;211.44110206;0;21;34.256364885
0;16400;71906;86144;"DebtCon";"Office";2;0;0;126.17015231;1;20;23.698007625
0;16400;86422;116097;"DebtCon";"Other";7;0;0;173.5744163;1;20;35.598950764
0;16500;47636;59586;"DebtCon";"Other";16;0;0;284.06554203;0;21;29.969006333
0;16500;44110;65748;"DebtCon";"Other";7;0;0;99.193552575;3;14;41.415631251
1;16500;94403;89000;"DebtCon";"Office";9;0;1;217.78684139;0;19;34.7734055545
0;16500;97010;128101;"DebtCon";"Mgr";9;0;0;250.68186198;2;41;36.933331164
0;16500;77049;98658;"DebtCon";"Other";5;3;0;77.992816106;0;21;23.120073801
1;16500;92900;116000;"DebtCon";"Mgr";10;1;0;83.166666667;1;27;34.7734055545
0;16500;64081;100796;"HomeImp";"ProfExe";22;0;1;243.94168588;1;24;38.327816354
1;16500;143404;165267;"DebtCon";"Mgr";14;0;1;169.7373629;1;31;36.178122
0;16500;65444;42894;"HomeImp";"Other";1;0;0;331.42686954;0;8;26.895804457
0;16500;163000;193000;"DebtCon";"ProfExe";10;0;0;262.73333333;1;38;34.7734055545
1;16500;65900;87000;"DebtCon";"Other";26;0;3;109.56666667;5;35;34.7734055545
1;16500;50000;89000;"DebtCon";"Mgr";1;0;0;120.73333333;3;11;34.7734055545
0;16500;102552;144461;"DebtCon";"Office";1;0;0;136.72448949;2;15;34.107888816
0;16500;45441;76145;"DebtCon";"Mgr";4;0;0;124.03338316;1;8;28.173450676
0;16600;9626;96887;"HomeImp";"Other";14;0;0;263.76624665;0;23;28.674701982
0;16600;81275;106691;"DebtCon";"ProfExe";1;0;0;289.37613799;1;20;38.475240991
0;16600;57094;94944;"DebtCon";"ProfExe";9;0;0;173.5744163;0;15;24.023048237
0;16600;102543;119493;"DebtCon";"Office";3;0;0;276.69318517;0;33;29.284071859
0;16600;55912;81552;"DebtCon";"Other";6;0;0;106.51293172;0;7;36.763752672
0;16600;45877;68563;"HomeImp";"Office";2;1;0;119.50076473;0;18;33.073048345
0;16600;74784;100221;"DebtCon";"Mgr";1;0;0;90.05044751;0;17;25.708393802
0;16600;65444;50732;"DebtCon";"Office";0;0;0;96.362894746;2;9;42.399139279
0;16600;71564;84627;"DebtCon";"Office";5;0;0;114.64013288;1;20;22.323142605
0;16600;74681;95471;"DebtCon";"Other";6;0;0;187.65351043;4;19;40.453753155
0;16600;71096;104437;"HomeImp";"ProfExe";9;0;0;246.95963628;1;12;37.099532605
0;16700;65444;29387;"DebtCon";"Other";13;0;0;80.820591457;2;8;33.364491337
0;16700;102687;137417;"DebtCon";"ProfExe";7;0;0;97.763511856;0;14;31.10800492
0;16700;31135;60478;"DebtCon";"Other";14;0;0;105.13327106;0;18;39.122996804
0;16700;51310;76704;"DebtCon";"Other";2;0;2;271.6519477;0;10;37.630057159
0;16700;11059;92706;"HomeImp";"Other";13;0;1;262.61033998;0;23;29.884757742
1;16700;77083;103540;"DebtCon";"Other";17;0;0;170.81237285;1;10;37.226430597
0;16700;12830;56465;"DebtCon";"ProfExe";3;0;0;301.14852231;0;15;18.251480864
0;16700;53423;85685;"HomeImp";"ProfExe";5;0;0;109.42942826;0;12;28.160611312
